ticket_id,created_at,customer_id,Customer Segment,channel,Product Area,issue_type,priority,status,sla_plan,Resolution Time (Hours),customer_sentiment,CSAT Score,platform,region,year,month,month_name,day,ticket_age_days,resolution_bucket,csat_percent,region_grouped,sla_breached
TCKT_096270,2023-12-07 15:02:33,CUST_00758,Education,Email,Mobile_App,Other,High,Resolved,Standard,6.93,Neutral,3,Web,Unknown,2023,12,December,7,784,<12h,60.0,Unknown,No
TCKT_022049,2023-12-07 15:52:49,CUST_01033,Enterprise,Email,Billing,Account_Access,Medium,Resolved,Standard,31.65,Negative,0,Desktop_App,Apac,2023,12,December,7,784,1–2 days,0.0,Apac,No
TCKT_009165,2023-12-07 17:29:47,CUST_06276,Enterprise,Phone_Transcript,Billing,Performance,Low,In Progress,Standard,29.91,Negative,2,Android,Apac,2023,12,December,7,784,1–2 days,40.0,Apac,No
TCKT_077400,2023-12-07 17:53:08,CUST_09518,Enterprise,Web_Form,Login_Auth,How_To,Medium,Open,Standard,29.91,Positive,0,Android,Apac,2023,12,December,7,784,1–2 days,0.0,Apac,No
TCKT_074999,2023-12-07 18:06:29,CUST_00446,Individual,In_App,Login_Auth,Account_Access,Medium,In Progress,Standard,29.91,Negative,2,Web,Mea,2023,12,December,7,784,1–2 days,40.0,Mea,No
TCKT_079470,2023-12-07 18:19:58,CUST_00192,Enterprise,Phone_Transcript,Billing,Other,Medium,Resolved,Platinum,16.04,Negative,2,Ios,Apac,2023,12,December,7,784,12–24h,40.0,Apac,No
TCKT_052147,2023-12-07 18:34:31,CUST_07316,Small_Business,In_App,Login_Auth,Security_Concern,Low,Open,Standard,29.91,Negative,2,Android,Unknown,2023,12,December,7,784,1–2 days,40.0,Unknown,No
TCKT_004254,2023-12-07 19:19:24,CUST_06245,Non_Profit,Phone_Transcript,Mobile_App,Account_Access,High,Resolved,Standard,2.04,Very_Negative,1,Desktop_App,Mea,2023,12,December,7,784,<12h,20.0,Mea,No
TCKT_051110,2023-12-07 19:36:47,CUST_03865,Individual,Web_Form,Mobile_App,Security_Concern,Low,Closed No Action,Gold,92.97,Positive,0,Api_Client,Mea,2023,12,December,7,784,3–7 days,0.0,Mea,Yes
TCKT_097429,2023-12-07 19:46:10,CUST_00639,Small_Business,Phone_Transcript,Notifications,Security_Concern,Low,Resolved,Standard,64.72,Very_Negative,2,Api_Client,Latam,2023,12,December,7,784,2–3 days,40.0,Latam,Yes
TCKT_045108,2023-12-07 19:47:53,CUST_01661,Education,Chat,Data_Export,Feature_Request,Medium,On Hold,Gold,29.91,Positive,0,Android,Mea,2023,12,December,7,784,1–2 days,0.0,Mea,No
TCKT_038979,2023-12-07 20:52:36,CUST_06798,Enterprise,Email,Notifications,Performance,Urgent,Resolved,Platinum,7.78,Negative,3,Api_Client,Eu,2023,12,December,7,784,<12h,60.0,Eu,No
TCKT_035150,2023-12-07 21:57:16,CUST_08184,Education,Phone_Transcript,Analytics_Dashboard,Other,Medium,On Hold,Platinum,29.91,Very_Negative,1,Ios,Eu,2023,12,December,7,784,1–2 days,20.0,Eu,No
TCKT_053388,2023-12-08 00:12:35,CUST_04991,Small_Business,In_App,Notifications,Security_Concern,High,Resolved,Standard,2.92,Very_Negative,2,Android,Eu,2023,12,December,8,784,<12h,40.0,Eu,No
TCKT_088416,2023-12-08 00:25:03,CUST_05752,Education,Phone_Transcript,Notifications,Billing_Problem,Low,Resolved,Platinum,24.1,Negative,0,Ios,Eu,2023,12,December,8,784,1–2 days,0.0,Eu,No
TCKT_032165,2023-12-08 00:39:51,CUST_01037,Individual,Email,Notifications,Performance,Medium,In Progress,Gold,29.91,Very_Negative,2,Android,Mea,2023,12,December,8,784,1–2 days,40.0,Mea,No
TCKT_062118,2023-12-08 02:01:20,CUST_04213,Small_Business,Chat,Billing,How_To,Low,Open,Platinum,29.91,Neutral,3,Ios,Unknown,2023,12,December,8,784,1–2 days,60.0,Unknown,No
TCKT_043571,2023-12-08 02:07:35,CUST_04558,Small_Business,Phone_Transcript,Api_Integration,Billing_Problem,High,Resolved,Platinum,22.22,Negative,2,Android,Latam,2023,12,December,8,784,12–24h,40.0,Latam,No
TCKT_070824,2023-12-08 02:57:39,CUST_01468,Individual,Phone_Transcript,Billing,Bug,High,Resolved,Platinum,5.88,Negative,3,Ios,Latam,2023,12,December,8,784,<12h,60.0,Latam,No
TCKT_071473,2023-12-08 03:26:02,CUST_06340,Non_Profit,Web_Form,Api_Integration,Account_Access,Urgent,In Progress,Gold,29.91,Neutral,0,Ios,Unknown,2023,12,December,8,784,1–2 days,0.0,Unknown,No
TCKT_004376,2023-12-08 03:37:09,CUST_08170,Enterprise,In_App,Login_Auth,Billing_Problem,Low,Resolved,Gold,38.68,Very_Negative,0,Api_Client,Latam,2023,12,December,8,784,1–2 days,0.0,Latam,No
TCKT_084035,2023-12-08 04:09:43,CUST_06460,Education,Email,Api_Integration,Feature_Request,High,Resolved,Standard,22.58,Negative,2,Android,Eu,2023,12,December,8,784,12–24h,40.0,Eu,No
TCKT_047787,2023-12-08 04:13:06,CUST_02475,Education,Email,Api_Integration,Other,Medium,On Hold,Standard,29.91,Negative,0,Web,Apac,2023,12,December,8,784,1–2 days,0.0,Apac,No
TCKT_065774,2023-12-08 04:23:16,CUST_07425,Education,Phone_Transcript,Analytics_Dashboard,Security_Concern,Low,Resolved,Standard,63.29,Neutral,3,Api_Client,Unknown,2023,12,December,8,784,2–3 days,60.0,Unknown,Yes
TCKT_062635,2023-12-08 04:27:43,CUST_06126,Small_Business,In_App,Notifications,Feature_Request,Urgent,Resolved,Standard,5.81,Positive,4,Web,Eu,2023,12,December,8,784,<12h,80.0,Eu,No
TCKT_095439,2023-12-08 04:41:08,CUST_07921,Enterprise,Web_Form,Data_Export,Other,Urgent,Open,Gold,29.91,Negative,2,Desktop_App,Apac,2023,12,December,8,784,1–2 days,40.0,Apac,No
TCKT_052061,2023-12-08 05:07:39,CUST_07556,Individual,Web_Form,Billing,Feature_Request,Medium,On Hold,Standard,29.91,Negative,0,Desktop_App,Mea,2023,12,December,8,784,1–2 days,0.0,Mea,No
TCKT_071569,2023-12-08 05:47:14,CUST_04936,Non_Profit,Chat,Analytics_Dashboard,Performance,Low,In Progress,Standard,29.91,Very_Negative,0,Api_Client,Latam,2023,12,December,8,784,1–2 days,0.0,Latam,No
TCKT_084016,2023-12-08 05:52:24,CUST_03385,Small_Business,Web_Form,Login_Auth,Performance,Low,Closed No Action,Gold,90.91,Neutral,3,Ios,Mea,2023,12,December,8,784,3–7 days,60.0,Mea,Yes
TCKT_029717,2023-12-08 06:46:46,CUST_00898,Small_Business,Phone_Transcript,Notifications,Security_Concern,High,Closed No Action,Gold,62.06,Neutral,3,Android,Apac,2023,12,December,8,784,2–3 days,60.0,Apac,Yes
TCKT_075444,2023-12-08 06:58:47,CUST_08426,Education,Chat,Mobile_App,How_To,Low,On Hold,Platinum,29.91,Neutral,3,Android,Mea,2023,12,December,8,784,1–2 days,60.0,Mea,No
TCKT_074621,2023-12-08 07:23:14,CUST_03843,Non_Profit,Phone_Transcript,Analytics_Dashboard,Account_Access,High,Closed No Action,Gold,36.51,Positive,4,Ios,Eu,2023,12,December,8,784,1–2 days,80.0,Eu,No
TCKT_045625,2023-12-08 10:17:31,CUST_05315,Enterprise,Email,Data_Export,How_To,Medium,Resolved,Standard,30.17,Negative,0,Api_Client,Apac,2023,12,December,8,784,1–2 days,0.0,Apac,No
TCKT_088544,2023-12-08 10:52:47,CUST_07645,Education,Chat,Data_Export,Other,Urgent,Resolved,Platinum,4.66,Neutral,4,Ios,Latam,2023,12,December,8,784,<12h,80.0,Latam,No
TCKT_048992,2023-12-08 10:54:26,CUST_07944,Non_Profit,Web_Form,Api_Integration,Feature_Request,Medium,In Progress,Standard,29.91,Very_Positive,5,Desktop_App,Unknown,2023,12,December,8,784,1–2 days,100.0,Unknown,No
TCKT_054205,2023-12-08 11:00:24,CUST_05648,Individual,Phone_Transcript,Api_Integration,Security_Concern,Low,Open,Gold,29.91,Negative,2,Android,Unknown,2023,12,December,8,784,1–2 days,40.0,Unknown,No
TCKT_048301,2023-12-08 11:14:48,CUST_07484,Individual,Email,Mobile_App,Other,Low,On Hold,Standard,29.91,Neutral,4,Ios,Eu,2023,12,December,8,784,1–2 days,80.0,Eu,No
TCKT_006599,2023-12-08 11:21:06,CUST_03426,Education,Web_Form,Mobile_App,Feature_Request,Low,In Progress,Standard,29.91,Neutral,4,Web,Latam,2023,12,December,8,784,1–2 days,80.0,Latam,No
TCKT_049026,2023-12-08 11:28:38,CUST_05285,Education,In_App,Api_Integration,Billing_Problem,Medium,Resolved,Standard,38.73,Very_Negative,1,Android,Apac,2023,12,December,8,784,1–2 days,20.0,Apac,No
TCKT_017572,2023-12-08 13:51:06,CUST_05992,Non_Profit,Phone_Transcript,Mobile_App,Billing_Problem,Low,Open,Standard,29.91,Very_Positive,0,Api_Client,Apac,2023,12,December,8,783,1–2 days,0.0,Apac,No
TCKT_037264,2023-12-08 13:55:29,CUST_02193,Individual,In_App,Api_Integration,Bug,High,Resolved,Gold,8.44,Neutral,0,Api_Client,Apac,2023,12,December,8,783,<12h,0.0,Apac,No
TCKT_049750,2023-12-08 14:07:37,CUST_09996,Enterprise,In_App,Notifications,Performance,High,Resolved,Standard,12.09,Neutral,3,Web,Unknown,2023,12,December,8,783,12–24h,60.0,Unknown,No
TCKT_049272,2023-12-08 14:38:53,CUST_06779,Education,In_App,Mobile_App,Feature_Request,Low,Resolved,Platinum,59.15,Positive,4,Android,Unknown,2023,12,December,8,783,2–3 days,80.0,Unknown,Yes
TCKT_023888,2023-12-08 14:45:23,CUST_05654,Non_Profit,Email,Api_Integration,How_To,Low,Closed No Action,Standard,167.07,Positive,5,Web,Apac,2023,12,December,8,783,3–7 days,100.0,Apac,Yes
TCKT_078118,2023-12-08 15:29:36,CUST_08075,Individual,Phone_Transcript,Analytics_Dashboard,How_To,Medium,Resolved,Gold,15.04,Positive,4,Ios,Eu,2023,12,December,8,783,12–24h,80.0,Eu,No
TCKT_046491,2023-12-08 15:37:17,CUST_00440,Education,Chat,Login_Auth,Feature_Request,Low,Resolved,Standard,15.94,Positive,5,Android,Latam,2023,12,December,8,783,12–24h,100.0,Latam,No
TCKT_073108,2023-12-08 15:41:12,CUST_05809,Non_Profit,Email,Mobile_App,How_To,Low,On Hold,Gold,29.91,Positive,5,Desktop_App,Unknown,2023,12,December,8,783,1–2 days,100.0,Unknown,No
TCKT_013136,2023-12-08 15:42:11,CUST_01768,Individual,Web_Form,Billing,Other,Low,Resolved,Gold,55.87,Negative,0,Web,Eu,2023,12,December,8,783,2–3 days,0.0,Eu,Yes
TCKT_089296,2023-12-08 16:32:14,CUST_01300,Education,Chat,Api_Integration,Account_Access,Low,In Progress,Standard,29.91,Negative,2,Android,Eu,2023,12,December,8,783,1–2 days,40.0,Eu,No
TCKT_017250,2023-12-08 16:47:16,CUST_01330,Individual,Web_Form,Mobile_App,Feature_Request,Medium,On Hold,Standard,29.91,Very_Positive,0,Web,Unknown,2023,12,December,8,783,1–2 days,0.0,Unknown,No
TCKT_086862,2023-12-08 16:51:51,CUST_01217,Non_Profit,Phone_Transcript,Api_Integration,Feature_Request,Low,Resolved,Gold,37.4,Neutral,3,Android,Latam,2023,12,December,8,783,1–2 days,60.0,Latam,No
TCKT_087597,2023-12-08 17:35:25,CUST_03519,Education,Phone_Transcript,Data_Export,Bug,Low,Resolved,Gold,35.05,Very_Positive,0,Web,Eu,2023,12,December,8,783,1–2 days,0.0,Eu,No
TCKT_055511,2023-12-08 18:30:23,CUST_05308,Enterprise,Chat,Data_Export,Account_Access,High,On Hold,Platinum,29.91,Very_Negative,2,Desktop_App,Eu,2023,12,December,8,783,1–2 days,40.0,Eu,No
TCKT_005918,2023-12-08 18:31:54,CUST_02723,Enterprise,In_App,Mobile_App,Bug,High,Resolved,Gold,16.99,Very_Positive,5,Android,Mea,2023,12,December,8,783,12–24h,100.0,Mea,No
TCKT_053370,2023-12-08 18:42:59,CUST_00505,Individual,Web_Form,Api_Integration,Account_Access,Medium,Resolved,Standard,45.67,Negative,3,Web,Eu,2023,12,December,8,783,1–2 days,60.0,Eu,No
TCKT_080255,2023-12-08 19:26:59,CUST_01890,Individual,Phone_Transcript,Billing,Bug,Low,Resolved,Standard,62.42,Neutral,4,Android,Eu,2023,12,December,8,783,2–3 days,80.0,Eu,Yes
TCKT_068655,2023-12-08 20:07:56,CUST_03328,Individual,Chat,Notifications,Feature_Request,Medium,In Progress,Standard,29.91,Neutral,3,Api_Client,Unknown,2023,12,December,8,783,1–2 days,60.0,Unknown,No
TCKT_033279,2023-12-08 21:18:41,CUST_01673,Non_Profit,Phone_Transcript,Billing,Billing_Problem,Low,Resolved,Gold,45.82,Negative,2,Api_Client,Unknown,2023,12,December,8,783,1–2 days,40.0,Unknown,No
TCKT_068171,2023-12-08 22:20:54,CUST_06570,Small_Business,Phone_Transcript,Notifications,Billing_Problem,Low,Closed No Action,Gold,133.97,Very_Negative,1,Desktop_App,Unknown,2023,12,December,8,783,3–7 days,20.0,Unknown,Yes
TCKT_022772,2023-12-08 22:32:32,CUST_09723,Education,Phone_Transcript,Notifications,Bug,Medium,Open,Standard,29.91,Neutral,0,Desktop_App,Apac,2023,12,December,8,783,1–2 days,0.0,Apac,No
TCKT_087366,2023-12-08 22:40:09,CUST_08362,Small_Business,Chat,Api_Integration,Performance,Low,Resolved,Standard,54.17,Negative,0,Ios,Apac,2023,12,December,8,783,2–3 days,0.0,Apac,Yes
TCKT_035079,2023-12-08 23:07:24,CUST_09489,Non_Profit,Web_Form,Notifications,Bug,Urgent,Resolved,Gold,0.71,Neutral,0,Ios,Mea,2023,12,December,8,783,<12h,0.0,Mea,No
TCKT_031765,2023-12-08 23:29:54,CUST_01944,Education,Web_Form,Mobile_App,Account_Access,Low,Open,Platinum,29.91,Very_Negative,1,Desktop_App,Latam,2023,12,December,8,783,1–2 days,20.0,Latam,No
TCKT_032348,2023-12-09 01:29:00,CUST_06130,Individual,In_App,Billing,Other,Medium,Resolved,Standard,5.58,Very_Positive,5,Ios,Unknown,2023,12,December,9,783,<12h,100.0,Unknown,No
TCKT_052134,2023-12-09 01:43:36,CUST_01738,Non_Profit,Chat,Data_Export,Feature_Request,Medium,Resolved,Gold,32.45,Neutral,4,Android,Unknown,2023,12,December,9,783,1–2 days,80.0,Unknown,No
TCKT_068353,2023-12-09 01:44:47,CUST_08894,Enterprise,Chat,Mobile_App,Bug,Low,On Hold,Gold,29.91,Neutral,3,Ios,Eu,2023,12,December,9,783,1–2 days,60.0,Eu,No
TCKT_008855,2023-12-09 01:52:29,CUST_06613,Enterprise,Email,Notifications,Other,Low,In Progress,Gold,29.91,Negative,3,Api_Client,Latam,2023,12,December,9,783,1–2 days,60.0,Latam,No
TCKT_028576,2023-12-09 02:04:42,CUST_09132,Education,Web_Form,Billing,Feature_Request,Medium,Closed No Action,Standard,85.65,Negative,2,Api_Client,Eu,2023,12,December,9,783,3–7 days,40.0,Eu,Yes
TCKT_096254,2023-12-09 03:56:12,CUST_00038,Enterprise,In_App,Mobile_App,Bug,Low,Resolved,Standard,24.57,Very_Negative,1,Web,Mea,2023,12,December,9,783,1–2 days,20.0,Mea,No
TCKT_007423,2023-12-09 04:11:07,CUST_00937,Education,Phone_Transcript,Analytics_Dashboard,Performance,Medium,Resolved,Standard,17.18,Neutral,3,Desktop_App,Latam,2023,12,December,9,783,12–24h,60.0,Latam,No
TCKT_089902,2023-12-09 04:56:18,CUST_07119,Small_Business,Chat,Analytics_Dashboard,Bug,Low,Closed No Action,Standard,175.16,Very_Positive,5,Ios,Apac,2023,12,December,9,783,7+ days,100.0,Apac,Yes
TCKT_062730,2023-12-09 05:25:38,CUST_04847,Individual,Email,Data_Export,Other,Medium,On Hold,Standard,29.91,Positive,0,Api_Client,Mea,2023,12,December,9,783,1–2 days,0.0,Mea,No
TCKT_089120,2023-12-09 06:25:49,CUST_00097,Enterprise,Chat,Notifications,Other,Low,Closed No Action,Platinum,35.85,Neutral,3,Ios,Unknown,2023,12,December,9,783,1–2 days,60.0,Unknown,No
TCKT_011382,2023-12-09 06:50:47,CUST_04032,Small_Business,Chat,Analytics_Dashboard,Performance,Medium,Resolved,Standard,35.23,Positive,5,Desktop_App,Eu,2023,12,December,9,783,1–2 days,100.0,Eu,No
TCKT_068808,2023-12-09 07:02:24,CUST_03083,Enterprise,Web_Form,Login_Auth,Other,Low,Resolved,Gold,44.34,Neutral,3,Android,Unknown,2023,12,December,9,783,1–2 days,60.0,Unknown,No
TCKT_043915,2023-12-09 07:17:53,CUST_06837,Non_Profit,Web_Form,Mobile_App,Billing_Problem,High,In Progress,Standard,29.91,Negative,3,Ios,Unknown,2023,12,December,9,783,1–2 days,60.0,Unknown,No
TCKT_089276,2023-12-09 08:30:20,CUST_01885,Non_Profit,Web_Form,Analytics_Dashboard,How_To,Low,Resolved,Standard,53.39,Neutral,4,Android,Eu,2023,12,December,9,783,2–3 days,80.0,Eu,Yes
TCKT_009591,2023-12-09 08:48:15,CUST_07578,Individual,Chat,Mobile_App,Billing_Problem,High,Resolved,Standard,14.36,Very_Negative,1,Android,Latam,2023,12,December,9,783,12–24h,20.0,Latam,No
TCKT_068985,2023-12-09 09:44:02,CUST_07187,Individual,Email,Login_Auth,Other,Urgent,Resolved,Standard,3.67,Positive,4,Desktop_App,Mea,2023,12,December,9,783,<12h,80.0,Mea,No
TCKT_058362,2023-12-09 10:14:07,CUST_01724,Small_Business,Email,Analytics_Dashboard,Feature_Request,Medium,Resolved,Gold,47.04,Neutral,0,Ios,Unknown,2023,12,December,9,783,1–2 days,0.0,Unknown,No
TCKT_077924,2023-12-09 10:14:50,CUST_06587,Individual,Email,Notifications,Bug,Low,Resolved,Standard,15.3,Positive,4,Web,Latam,2023,12,December,9,783,12–24h,80.0,Latam,No
TCKT_018604,2023-12-09 10:27:50,CUST_08760,Individual,Web_Form,Notifications,Other,Low,Resolved,Standard,44.3,Negative,2,Ios,Apac,2023,12,December,9,783,1–2 days,40.0,Apac,No
TCKT_007877,2023-12-09 10:31:56,CUST_08357,Enterprise,In_App,Mobile_App,How_To,High,Open,Standard,29.91,Negative,0,Android,Apac,2023,12,December,9,783,1–2 days,0.0,Apac,No
TCKT_066526,2023-12-09 10:40:41,CUST_05197,Small_Business,Web_Form,Notifications,How_To,High,In Progress,Gold,29.91,Positive,4,Api_Client,Unknown,2023,12,December,9,783,1–2 days,80.0,Unknown,No
TCKT_071607,2023-12-09 11:15:28,CUST_06317,Non_Profit,In_App,Notifications,Other,High,In Progress,Standard,29.91,Negative,3,Api_Client,Unknown,2023,12,December,9,783,1–2 days,60.0,Unknown,No
TCKT_051308,2023-12-09 11:21:31,CUST_08333,Non_Profit,Chat,Mobile_App,How_To,Low,Resolved,Standard,69.41,Negative,3,Web,Unknown,2023,12,December,9,783,2–3 days,60.0,Unknown,Yes
TCKT_041462,2023-12-09 12:38:37,CUST_03907,Individual,Phone_Transcript,Data_Export,Feature_Request,Low,In Progress,Standard,29.91,Neutral,0,Desktop_App,Mea,2023,12,December,9,783,1–2 days,0.0,Mea,No
TCKT_008404,2023-12-09 12:53:11,CUST_00924,Individual,In_App,Billing,Billing_Problem,Medium,On Hold,Gold,29.91,Positive,4,Ios,Mea,2023,12,December,9,782,1–2 days,80.0,Mea,No
TCKT_075559,2023-12-09 13:43:38,CUST_00297,Education,Phone_Transcript,Api_Integration,Bug,Low,Resolved,Platinum,34.04,Negative,2,Android,Mea,2023,12,December,9,782,1–2 days,40.0,Mea,No
TCKT_040273,2023-12-09 13:57:37,CUST_04386,Non_Profit,Phone_Transcript,Notifications,Feature_Request,Low,Open,Gold,29.91,Neutral,4,Web,Latam,2023,12,December,9,782,1–2 days,80.0,Latam,No
TCKT_043957,2023-12-09 14:28:14,CUST_07705,Education,Web_Form,Billing,Other,Urgent,In Progress,Standard,29.91,Neutral,3,Android,Unknown,2023,12,December,9,782,1–2 days,60.0,Unknown,No
TCKT_025527,2023-12-09 14:39:28,CUST_05764,Enterprise,In_App,Analytics_Dashboard,Performance,Medium,In Progress,Standard,29.91,Negative,0,Api_Client,Eu,2023,12,December,9,782,1–2 days,0.0,Eu,No
TCKT_043949,2023-12-09 14:56:52,CUST_03812,Individual,Web_Form,Login_Auth,Account_Access,Low,Open,Standard,29.91,Negative,2,Desktop_App,Latam,2023,12,December,9,782,1–2 days,40.0,Latam,No
TCKT_090353,2023-12-09 15:36:57,CUST_04619,Education,Web_Form,Billing,Other,Urgent,Resolved,Gold,6.16,Neutral,4,Android,Unknown,2023,12,December,9,782,<12h,80.0,Unknown,No
TCKT_075685,2023-12-09 15:48:29,CUST_05279,Enterprise,Chat,Analytics_Dashboard,Performance,Medium,Resolved,Gold,11.27,Positive,4,Android,Unknown,2023,12,December,9,782,<12h,80.0,Unknown,No
TCKT_019536,2023-12-09 16:00:49,CUST_06171,Enterprise,Chat,Data_Export,How_To,Low,In Progress,Gold,29.91,Very_Positive,5,Desktop_App,Apac,2023,12,December,9,782,1–2 days,100.0,Apac,No
TCKT_094886,2023-12-09 16:22:58,CUST_05247,Enterprise,Chat,Billing,Bug,High,In Progress,Platinum,29.91,Negative,2,Web,Unknown,2023,12,December,9,782,1–2 days,40.0,Unknown,No
TCKT_074270,2023-12-09 16:25:18,CUST_03878,Non_Profit,Chat,Login_Auth,Performance,Medium,Resolved,Platinum,21.83,Neutral,4,Api_Client,Latam,2023,12,December,9,782,12–24h,80.0,Latam,No
TCKT_056907,2023-12-09 16:32:43,CUST_07340,Individual,Email,Api_Integration,How_To,Low,Resolved,Standard,56.99,Neutral,3,Desktop_App,Unknown,2023,12,December,9,782,2–3 days,60.0,Unknown,Yes
TCKT_014015,2023-12-09 16:57:59,CUST_00330,Enterprise,Chat,Analytics_Dashboard,Security_Concern,Low,Closed No Action,Standard,200.94,Very_Negative,2,Api_Client,Mea,2023,12,December,9,782,7+ days,40.0,Mea,Yes
TCKT_092130,2023-12-09 17:39:06,CUST_05177,Non_Profit,In_App,Mobile_App,Security_Concern,High,Resolved,Standard,6.97,Positive,0,Ios,Eu,2023,12,December,9,782,<12h,0.0,Eu,No
TCKT_075298,2023-12-09 19:05:59,CUST_06180,Non_Profit,Phone_Transcript,Billing,Bug,Low,Resolved,Standard,43.15,Neutral,0,Desktop_App,Eu,2023,12,December,9,782,1–2 days,0.0,Eu,No
TCKT_011839,2023-12-09 20:08:13,CUST_09208,Enterprise,Email,Analytics_Dashboard,Bug,Medium,Resolved,Standard,19.1,Positive,0,Android,Apac,2023,12,December,9,782,12–24h,0.0,Apac,No
TCKT_061005,2023-12-09 20:09:22,CUST_04533,Non_Profit,Phone_Transcript,Login_Auth,Account_Access,Low,Closed No Action,Standard,192.93,Positive,4,Web,Apac,2023,12,December,9,782,7+ days,80.0,Apac,Yes
TCKT_094959,2023-12-09 20:12:15,CUST_06930,Non_Profit,In_App,Notifications,How_To,High,Closed No Action,Gold,209.08,Positive,0,Web,Eu,2023,12,December,9,782,7+ days,0.0,Eu,Yes
TCKT_065182,2023-12-09 20:37:06,CUST_06345,Individual,In_App,Billing,Billing_Problem,Low,On Hold,Standard,29.91,Neutral,3,Ios,Mea,2023,12,December,9,782,1–2 days,60.0,Mea,No
TCKT_031452,2023-12-09 21:03:41,CUST_09244,Non_Profit,Web_Form,Api_Integration,How_To,Medium,In Progress,Gold,29.91,Neutral,4,Desktop_App,Eu,2023,12,December,9,782,1–2 days,80.0,Eu,No
TCKT_070652,2023-12-09 22:07:34,CUST_06721,Education,Web_Form,Api_Integration,Feature_Request,Urgent,Resolved,Standard,6.71,Neutral,3,Android,Mea,2023,12,December,9,782,<12h,60.0,Mea,No
TCKT_033835,2023-12-09 22:23:18,CUST_03577,Individual,Web_Form,Data_Export,Feature_Request,Low,Resolved,Gold,64.29,Very_Positive,5,Api_Client,Latam,2023,12,December,9,782,2–3 days,100.0,Latam,Yes
TCKT_011476,2023-12-09 22:41:09,CUST_07128,Non_Profit,Email,Login_Auth,How_To,High,On Hold,Standard,29.91,Very_Negative,1,Api_Client,Latam,2023,12,December,9,782,1–2 days,20.0,Latam,No
TCKT_017486,2023-12-09 23:52:21,CUST_09959,Individual,Web_Form,Mobile_App,Feature_Request,High,Resolved,Platinum,8.1,Very_Positive,5,Desktop_App,Mea,2023,12,December,9,782,<12h,100.0,Mea,No
TCKT_016403,2023-12-09 23:59:01,CUST_07446,Enterprise,In_App,Analytics_Dashboard,Security_Concern,Low,Closed No Action,Standard,181.11,Negative,2,Web,Eu,2023,12,December,9,782,7+ days,40.0,Eu,Yes
TCKT_078779,2023-12-10 00:45:01,CUST_04089,Enterprise,Chat,Billing,Bug,High,Resolved,Standard,6.29,Neutral,4,Api_Client,Latam,2023,12,December,10,782,<12h,80.0,Latam,No
TCKT_094968,2023-12-10 01:18:37,CUST_02791,Enterprise,Chat,Data_Export,Security_Concern,Medium,Closed No Action,Gold,180.28,Negative,3,Api_Client,Mea,2023,12,December,10,782,7+ days,60.0,Mea,Yes
TCKT_063603,2023-12-10 01:29:41,CUST_06931,Education,Web_Form,Analytics_Dashboard,Other,High,Open,Standard,29.91,Neutral,4,Web,Eu,2023,12,December,10,782,1–2 days,80.0,Eu,No
TCKT_017649,2023-12-10 01:33:54,CUST_05652,Education,Email,Api_Integration,How_To,Medium,Resolved,Standard,19.27,Neutral,0,Android,Mea,2023,12,December,10,782,12–24h,0.0,Mea,No
TCKT_021593,2023-12-10 01:56:22,CUST_00931,Individual,Phone_Transcript,Mobile_App,Bug,Low,Resolved,Standard,36.89,Positive,4,Desktop_App,Eu,2023,12,December,10,782,1–2 days,80.0,Eu,No
TCKT_001013,2023-12-10 02:01:33,CUST_08091,Individual,Email,Mobile_App,Bug,Medium,In Progress,Standard,29.91,Neutral,0,Web,Latam,2023,12,December,10,782,1–2 days,0.0,Latam,No
TCKT_033049,2023-12-10 02:12:43,CUST_09685,Enterprise,Phone_Transcript,Login_Auth,Security_Concern,Low,Resolved,Gold,8.25,Negative,3,Android,Mea,2023,12,December,10,782,<12h,60.0,Mea,No
TCKT_061515,2023-12-10 02:23:55,CUST_07370,Non_Profit,Email,Api_Integration,Feature_Request,Low,Resolved,Standard,19.71,Positive,4,Web,Apac,2023,12,December,10,782,12–24h,80.0,Apac,No
TCKT_007125,2023-12-10 03:28:45,CUST_06808,Small_Business,Web_Form,Billing,Bug,Medium,In Progress,Standard,29.91,Neutral,4,Web,Latam,2023,12,December,10,782,1–2 days,80.0,Latam,No
TCKT_008678,2023-12-10 03:33:10,CUST_06247,Enterprise,Phone_Transcript,Notifications,Bug,Medium,In Progress,Standard,29.91,Neutral,0,Api_Client,Apac,2023,12,December,10,782,1–2 days,0.0,Apac,No
TCKT_006322,2023-12-10 04:47:49,CUST_03595,Education,In_App,Data_Export,Performance,High,Resolved,Standard,19.74,Neutral,3,Ios,Eu,2023,12,December,10,782,12–24h,60.0,Eu,No
TCKT_097097,2023-12-10 04:50:50,CUST_01922,Non_Profit,Web_Form,Api_Integration,Feature_Request,Low,In Progress,Standard,29.91,Very_Positive,5,Web,Unknown,2023,12,December,10,782,1–2 days,100.0,Unknown,No
TCKT_082757,2023-12-10 05:16:28,CUST_02417,Education,In_App,Analytics_Dashboard,Performance,Medium,In Progress,Gold,29.91,Very_Positive,5,Web,Latam,2023,12,December,10,782,1–2 days,100.0,Latam,No
TCKT_021898,2023-12-10 05:36:08,CUST_04677,Education,Phone_Transcript,Data_Export,Performance,Medium,Resolved,Standard,12.8,Positive,0,Android,Unknown,2023,12,December,10,782,12–24h,0.0,Unknown,No
